epoch,loss,l_data,l_physics,l_boundary,l_cons,l_test
3250,0.004899053834378719,0.0011130961356684566,4.882274879491888e-06,0.00023307323863264173,0.018567971885204315,
3300,0.0049708811566233635,0.0012047796044498682,1.280493688682327e-05,0.00017444630793761462,0.018536824733018875,
3350,0.004918776452541351,0.0011060533579438925,7.83416999183828e-06,0.00016773123934399337,0.01879243366420269,
3400,0.004895414225757122,0.001092027290724218,2.937162889793399e-06,0.00019200419774278998,0.018721584230661392,
3450,0.004897128790616989,0.0011161828879266977,1.1602934364418616e-06,0.0003385309537407011,0.01839403249323368,
3500,0.004932251758873463,0.0010961840162053704,5.100905127619626e-06,0.00014089644537307322,0.018956240266561508,
3550,0.005031529814004898,0.0013390337117016315,1.892993623187067e-06,0.0004881918430328369,0.01772546023130417,
3600,0.005053031723946333,0.001144910929724574,6.875746294099372e-06,0.00018241320503875613,0.019249795004725456,
3650,0.004898055922240019,0.0010880790650844574,2.654701802384807e-06,0.00016243640857283026,0.018799591809511185,
3700,0.004887765273451805,0.0010911003919318318,3.575034952518763e-06,0.00028852513059973717,0.018541598692536354,
3750,0.004916895646601915,0.0011019761441275477,1.6515480183443287e-06,0.00043391421786509454,0.018419597297906876,
3800,0.005030676256865263,0.0012087265495210886,2.1944011677987874e-05,0.0001553470065118745,0.018821867182850838,
3850,0.005060452967882156,0.0013747795019298792,9.876001058728434e-06,0.00014889647718518972,0.018180333077907562,
3900,0.004914585035294294,0.0011149495840072632,4.987669308320619e-05,0.0002575527469161898,0.01848715730011463,
3950,0.004904748871922493,0.001112137222662568,6.674470569123514e-06,0.000369158893590793,0.01839263364672661,
